cas,chemical_name,wave,true_cameo_groups,original_selection_status,phase6_status,review134_status,final_decision,final_reason,in_A_426,in_B_259
15541-45-4,"BROMATES, INORGANIC, N.O.S.",,50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
17014-71-0,POTASSIUM PEROXIDE,,18;50,DUPLICATE,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
20816-12-0,OSMIUM TETROXIDE,,50,DUPLICATE,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
2244-21-5,"POTASSIUM DICHLORO-S-TRIAZINETRIONE, DRY",,7;32;50;60,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
23414-72-4,ZINC PERMANGANATE,,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
2782-57-2,"DICHLOROISOCYANURIC ACID, DRY",,7;32;50,REVIEW,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
2893-78-9,SODIUM DICHLORO-S-TRIAZINETRIONE,,7;32;50;60,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
3811-04-9,POTASSIUM CHLORATE,,50;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
507-40-4,TERT-BUTYL HYPOCHLORITE,,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
546-67-8,LEAD TETRAACETATE,,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
7446-08-4,SELENIUM DIOXIDE,,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
7601-89-0,SODIUM PERCHLORATE,,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7727-21-1,POTASSIUM PERSULFATE,,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
7727-54-0,AMMONIUM PERSULFATE,,50;60,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7758-01-2,POTASSIUM BROMATE,,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
7758-19-2,SODIUM CHLORITE,,50;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7758-97-6,LEAD CHROMATE,,50;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7775-09-9,SODIUM CHLORATE,,50;68,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7775-11-3,SODIUM CHROMATE,,50;61;68,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
7775-27-1,SODIUM PERSULFATE,,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7778-50-9,POTASSIUM BICHROMATE,,50;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7778-54-3,CALCIUM HYPOCHLORITE,,18;50;61;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
7778-66-7,POTASSIUM HYPOCHLORITE SOLUTION,,50;61;68,DUPLICATE,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
7778-74-7,POTASSIUM PERCHLORATE,,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7783-00-8,SELENIOUS ACID,,5;50,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
7783-56-4,ANTIMONY TRIFLUORIDE,,3;29;50,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (3, 29, 50)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은)",True,True
7783-66-6,IODINE PENTAFLUORIDE,,32;50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7787-36-2,BARIUM PERMANGANATE,,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7789-00-6,POTASSIUM CHROMATE,,50;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7789-06-2,STRONTIUM CHROMATE,,50;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7789-09-5,AMMONIUM DICHROMATE,,50;60,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7789-38-0,SODIUM BROMATE,,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7789-61-9,ANTIMONY TRIBROMIDE,,3;32;50,REVIEW,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7789-69-7,PHOSPHORUS PENTABROMIDE,,3;32;50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
7790-98-9,AMMONIUM PERCHLORATE,,50;60,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7790-99-0,IODINE MONOCHLORIDE,,32;50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7791-10-8,STRONTIUM CHLORATE,,50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7791-21-1,CHLORINE MONOXIDE,,32;50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
87-90-1,"TRICHLORO-S-TRIAZINETRIONE, DRY",,7;32;50;60,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
13410-01-0,SODIUM SELENATE,,51;61,REVIEW,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
13718-26-8,SODIUM VANADATE,,51;61,DUPLICATE,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
13769-43-2,POTASSIUM METAVANADATE,,51;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
14019-91-1,CALCIUM SELENATE,,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
15699-18-0,NICKEL AMMONIUM SULFATE,,51;60,REVIEW,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
1643-20-5,DIMETHYLDODECYLAMINE-N-OXIDE,,14;51,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (14, 51)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 sc)",True,True
7631-89-2,SODIUM ARSENATE,,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7778-39-4,"ARSENIC ACID, LIQUID",,5;51;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
7778-44-1,CALCIUM ARSENATE,,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7784-37-4,MERCURIC ARSENATE,,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7784-44-3,AMMONIUM ARSENATE,,51;60,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
7787-41-9,BARIUM SELENATE,,51;61,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
7790-59-2,POTASSIUM SELENATE,,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7803-55-6,AMMONIUM METAVANADATE,,51;60,DUPLICATE,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
10049-05-5,CHROMOUS CHLORIDE,,58,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
122-66-7,"1,2-DIPHENYLHYDRAZINE",,14;17;35;58,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
21651-19-4,TIN(II) OXIDE,,58,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
540-72-7,SODIUM THIOCYANATE,,58;61;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
5470-11-1,HYDROXYLAMINE HYDROCHLORIDE,,58;60,REVIEW,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
592-85-8,MERCURY THIOCYANATE,,58;61,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(58, 61) 물질 2종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자)",True,True
592-87-0,LEAD THIOCYANATE,,58;61,DUPLICATE,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(58, 61) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 cov)",True,True
603-35-0,TRIPHENYL PHOSPHINE,,14;58,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
6303-21-5,HYPOPHOSPHOROUS ACID,,5;58,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
7704-34-9,"SULFUR, MOLTEN",,58,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7758-94-3,"FERROUS CHLORIDE, SOLID",,58;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
7772-99-8,"STANNOUS CHLORIDE, SOLID",,58;60,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
7783-47-3,STANNOUS FLUORIDE,,29;58;60,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (29, 58, 60)은 유일하나 §10 실질근거 없음(자료없음뿐) — group)",True,True
7789-60-8,PHOSPHORUS TRIBROMIDE,,3;58,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
7803-65-8,AMMONIUM HYPOPHOSPHITE,,58;60,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
127-95-7,POTASSIUM HYDROGEN OXALATE,,59;61,REVIEW,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
1327-53-3,ARSENIC TRIOXIDE,,59;60,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (59, 60)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 sc)",True,True
140-08-9,TRIS(2-CHLOROETHYL)PHOSPHITE,,31;59;66,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (31, 59, 66)은 유일하나 §10 실질근거 없음(자료없음뿐) — group)",True,True
15283-51-9,FERROUS FLUOROBORATE,,59;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (59, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 sc)",True,True
1758-73-2,THIOUREA DIOXIDE,,5;12;59,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, water)",True,True
301-13-3,TRIS(2-ETHYLHEXYL) PHOSPHITE,,59;66,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
516-03-0,FERROUS OXALATE,,59;61,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
591-08-2,1-ACETYL-2-THIOUREA,,12;59;64,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
62-76-0,SODIUM OXALATE,,59;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
6487-48-5,POTASSIUM OXALATE MONOHYDRATE,,59;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7681-11-0,POTASSIUM IODIDE,,59;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
7782-42-5,GRAPHITE (NATURAL),,33;59,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(33, 59) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 cov)",True,True
998-40-3,TRIBUTYLPHOSPHANE,,14;59,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, water)",True,True
108-95-2,"PHENOL SOLUTION, [AQUEOUS]",,5;55;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, metal)",True,True
110-22-5,"ACETYL PEROXIDE SOLUTION, [&lt;= 25% PEROXIDE]",,53;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
117-80-6,DICHLONE,,16;38;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
118-96-7,"TNT, WETTED WITH NOT LESS THAN 30% WATER",,46;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(46, 68) 물질 4종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자)",True,True
1194-65-6,DICHLOBENIL,,16;45;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
121-82-4,"CYCLOTRIMETHYLENE TRINITRAMINE, [DESENSITIZED]",,17;46;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(17, 46, 68) 물질 3종 중 2순위 + §10 실질근거 없음 — 제거해도)",True,True
12262-58-7,"CYCLOHEXANONE PEROXIDE, NOT MORE THAN 72% IN SOLUTION",,1;8;53;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
124-09-4,"HEXAMETHYLENEDIAMINE, SOLID",,14;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, metal)",True,True
128-03-0,POTASSIUM DIMETHYLDITHIOCARBAMATE,,67;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(67, 68) 물질 3종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자)",True,True
131-74-8,"AMMONIUM PICRATE, WETTED WITH NOT LESS THAN 10% WATER",,46;54;60;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (46, 54, 60, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — g)",True,True
1310-65-2,"LITHIUM HYDROXIDE, SOLUTION",,18;68,REVIEW,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
1310-82-3,RUBIDIUM HYDROXIDE,,18;68,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
1312-73-8,"POTASSIUM SULFIDE, HYDRATED, WITH NOT LESS THAN 30% WATER OF CRYSTALLIZATION",,63;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, water)",True,True
1341-49-7,"AMMONIUM BIFLUORIDE, SOLID",,29;60;68,REVIEW,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
137-41-7,POTASSIUM N-METHYLDITHIOCARBAMATE,,67;68,DUPLICATE,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(67, 68) 물질 3종 중 2순위 + §10 실질근거 없음 — 제거해도 cov)",True,True
137-42-8,"METAM SODIUM (COMPOUNDS, WEED, KILLING, LIQUID)",,67;68,DUPLICATE,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(67, 68) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 cov)",True,True
13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",,65;68,REVIEW,REVIEW,REVIEW_UNSUPPORTED,REVIEW,"PHASE7 평가셋에 등장했으나 hit_rate<0.5 — 근거 불충분, 확정 보류",True,False
13814-96-5,LEAD FLUOBORATE,,47;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
13826-88-5,ZINC FLUOROBORATE,,60;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
14486-19-2,CADMIUM FLUOROBORATE,,60;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
14708-14-6,NICKEL FLUOROBORATE,,47;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
151-50-8,POTASSIUM CYANIDE,,19;24;68,REVIEW,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
15245-44-0,"LEAD STYPHNATE, [WETTED WITH &gt;= 20 % WATER OR MIXTURE OF ALCOHOL AND WATER]",,46;54;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (46, 54, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group)",True,True
15825-70-4,"MANITOL HEXANITRATE, [WET WITH &gt;= 40 % WATER OR MIXTURE OF ALCOHOL AND WATER]",,46;68,DUPLICATE,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(46, 68) 물질 4종 중 2순위 + §10 실질근거 없음 — 제거해도 cov)",True,True
16721-80-5,"SODIUM HYDROSULFIDE, SOLID, WITH LESS THAN 25% WATER OF CRYSTALLIZATION",,19;63;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
16940-81-1,HEXAFLUOROPHOSPHORIC ACID,,3;29;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
16961-83-4,FLUOROSILICIC ACID,,3;29;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
1854-26-8,DIMETHYLOLDIHYDROXYETHYLENEUREA,,8;12;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
18810-58-7,"BARIUM AZIDE, WETTED WITH NOT LESS THAN 50% WATER",,17;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (17, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 sc)",True,True
1918-00-9,DICAMBA,,2;16;28;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
21351-79-1,CESIUM HYDROXIDE,,18;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
2217-06-3,"DIPICRYL SULFIDE, WETTED WITH NOT LESS THAN 10% WATER",,46;64;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (46, 64, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group)",True,True
22397-33-7,"3,3,6,6,9,9-HEXAMETHYL-1,2,4,5-TETRAOXACYCLONONANE",,53;68,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,"PHASE1~7 어느 평가셋에도 등장 안 함 — 근거 없음(불확실, REMOVE 아님)",True,False
2492-26-4,SODIUM 2-MERCAPTOBENZOTHIAZOL SOLUTION,,17;64;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
25167-32-2,DODECYL DIPHENYL ETHER DISULFONATE SOLUTION,,28;61;66;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
25550-58-7,"DINITROPHENOL, SOLUTION",,46;55;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(46, 55, 68) 물질 3종 전부 §10 실질근거 없음 — 그중 1순위지만 )",True,True
2691-41-0,"CYCLOTETRAMETHYLENE TETRANITRAMINE, [WET WITH &gt;= 10% WATER]",,17;46;68,DUPLICATE,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(17, 46, 68) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도)",True,True
298-12-4,GLYOXYLIC ACID (50% OR LESS),,2;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;metal;water)",True,True
3025-88-5,"2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER",,53;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
38465-60-0,COPPER FLUOROBORATE,,47;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,PHASE7 신규평가셋에서 자기청크 hit_rate>=0.5(diagnostic),True,False
50-00-0,FORMALDEHYDE,,9;56;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (9, 56, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은)",True,True
50-99-7,DEXTROSE SOLUTION,,8;68,REVIEW,,,KEEP_EMPIRICAL,"자기 §10 실질근거(Phase3, combustible_reducing;water)",True,True
545-55-1,TRIS(1-AZIRIDINYL) PHOSPHINE OXIDE,,26;27;56;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (26, 27, 56, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — g)",True,True
556-88-7,"NITROGUANIDINE, WETTED WITH NOT LESS THAN 20% WATER",,14;17;46;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, true_groups 조합 (14, 17, 46, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — g)",True,True
57-12-5,"CYANIDE SOLUTION, N.O.S.",,24;68,REVIEW,,,REVIEW,"Phase3 REVIEW(근거 빈약, 동일 true_groups=(24, 68) 물질 2종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자)",True,True
