cas,chemical_name,phase4_status,phase4_reason,merge_cluster_id,representative_cas,true_cameo_groups,group_names,in_426,in_259,n_gold_queries,n_queries_dropped_from_259,hit_rate_10_426,mean_rank_426,mrr_426,R_tier,E_score,has_own_s10_evidence,has_own_s2_content,C_scarce_in_259,scarce_groups_259,D_cluster_total_size,S_data_available,safety_flag,phase6_status,phase6_reason,scenario_selection_only,scenario_selection_plus_retrieval,scenario_retrieval_heavy,scenario_coverage_heavy,scenario_stable,scenario_retain_count
7439-95-4,MAGNESIUM,MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,20,10,0.9,6.1,0.2635,HIGH,2,True,True,False,,15,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.9(n=20) — 실제 검색 기여 확인됨,0.5,0.65,0.8,0.3,False,3
7440-02-0,NICKEL,MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,20,20,0.7,6.69,0.1732,MEDIUM,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,retrieval 근거 애매(MEDIUM),0.5,0.53,0.56,0.26,False,3
7440-21-3,"SILICON POWDER, AMORPHOUS",MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,20,0,0.65,4.75,0.2454,MEDIUM,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,retrieval 근거 애매(MEDIUM),0.5,0.53,0.56,0.26,False,3
7440-25-7,TANTALUM (METAL AND OXIDE DUST),MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,30,20,0.9333,3.7,0.4759,HIGH,2,True,True,False,,15,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.9333(n=30) — 실제 검색 기여 확인됨,0.5,0.65,0.8,0.3,False,3
7429-90-5,"ALUMINUM POWDER, COATED",MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,20,0,0.55,7.47,0.2883,MEDIUM,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,retrieval 근거 애매(MEDIUM),0.5,0.53,0.56,0.26,False,3
7439-89-6,"IRON, [POWDERED]",MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,30,10,0.6667,5.5,0.3258,MEDIUM,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,retrieval 근거 애매(MEDIUM),0.5,0.53,0.56,0.26,False,3
7440-36-0,ANTIMONY POWDER,MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,0,0,,,,NO_DATA,1,True,False,False,,15,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.3,0.34,0.33,0.18,True,0
7440-39-3,BARIUM,MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,0,0,,,,NO_DATA,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7440-45-1,"CERIUM, SLABS, INGOTS OR RODS",MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,0,0,,,,NO_DATA,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7440-48-4,COBALT,MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,0,0,,,,NO_DATA,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7440-65-5,YTTRIUM,MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,0,0,,,,NO_DATA,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7440-70-2,CALCIUM,MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,0,0,,,,NO_DATA,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7440-74-6,INDIUM,MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,0,0,,,,NO_DATA,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
8049-17-0,FERROSILICON,MERGE_REDUNDANT,"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC014_g41,7440-47-3,41,"Metals, Elemental and Powder, Active",True,False,0,0,,,,NO_DATA,2,True,True,False,,15,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
10034-81-8,MAGNESIUM PERCHLORATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,40,20,0.8,3.44,0.3334,HIGH,2,True,True,False,,20,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.8(n=40) — 실제 검색 기여 확인됨,0.5,0.65,0.8,0.3,False,3
10101-50-5,SODIUM PERMANGANATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,10,0,1.0,3.3,0.3893,HIGH,2,True,True,False,,20,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=10) — 실제 검색 기여 확인됨,0.5,0.65,0.8,0.3,False,3
10118-76-0,CALCIUM PERMANGANATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,40,0,0.925,2.26,0.6002,HIGH,2,True,True,False,,20,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.925(n=40) — 실제 검색 기여 확인됨,0.5,0.65,0.8,0.3,False,3
1189-85-1,T-BUTYL CHROMATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
1309-60-0,LEAD DIOXIDE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
1314-22-3,ZINC PEROXIDE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
13450-97-0,STRONTIUM PERCHLORATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
13477-36-6,CALCIUM PERCHLORATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
13637-76-8,LEAD PERCHLORATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
13967-90-3,BARIUM BROMATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
14519-17-6,MAGNESIUM BROMATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
15541-45-4,"BROMATES, INORGANIC, N.O.S.",MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7446-08-4,SELENIUM DIOXIDE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7601-89-0,SODIUM PERCHLORATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7727-21-1,POTASSIUM PERSULFATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7758-01-2,POTASSIUM BROMATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7775-27-1,SODIUM PERSULFATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7787-36-2,BARIUM PERMANGANATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7789-38-0,SODIUM BROMATE,MERGE_REDUNDANT,"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC015_g50,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,20,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
105-74-8,LAUROYL PEROXIDE,MERGE_REDUNDANT,"대표물질 105-64-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((53,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC016_g53,105-64-6,53,"Peroxides, Organic",True,False,50,40,1.0,1.96,0.6417,HIGH,2,True,True,False,,2,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=50) — 실제 검색 기여 확인됨,0.58,0.77,0.88,0.38,False,3
10043-01-3,"ALUMINUM SULFATE, SOLID",MERGE_REDUNDANT,"대표물질 13826-88-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC017_g60-68,13826-88-5,60;68,"Salts, Acidic;Water and Aqueous Solutions",True,False,30,0,0.9,3.07,0.419,HIGH,2,True,True,False,,5,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.9(n=30) — 실제 검색 기여 확인됨,0.55,0.725,0.85,0.35,False,3
14486-19-2,CADMIUM FLUOROBORATE,MERGE_REDUNDANT,"대표물질 13826-88-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC017_g60-68,13826-88-5,60;68,"Salts, Acidic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,5,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.55,0.515,0.43,0.28,False,2
7681-38-1,"SODIUM BISULFATE, SOLID",MERGE_REDUNDANT,"대표물질 13826-88-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC017_g60-68,13826-88-5,60;68,"Salts, Acidic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,5,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.55,0.515,0.43,0.28,False,2
7784-30-7,"ALUMINUM PHOSPHATE, SOLUTION",MERGE_REDUNDANT,"대표물질 13826-88-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC017_g60-68,13826-88-5,60;68,"Salts, Acidic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,5,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.55,0.515,0.43,0.28,False,2
7440-17-7,RUBIDIUM,MERGE_REDUNDANT,"대표물질 7439-93-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((40,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC018_g40,7439-93-2,40,"Metals, Alkali, Very Active",True,False,0,0,,,,NO_DATA,2,True,True,True,40,3,True,NOT_CHECKED,RETAIN_COVERAGE,259 기준 재계산 시 소속 그룹(40)이 신규로 대표물질 <=2종(누적 제거 효과) — 개별판단이 놓친 부분,0.97,0.745,0.55,0.9,True,4
7440-46-2,CESIUM,MERGE_REDUNDANT,"대표물질 7439-93-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((40,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC018_g40,7439-93-2,40,"Metals, Alkali, Very Active",True,False,0,0,,,,NO_DATA,2,True,True,True,40,3,True,NOT_CHECKED,RETAIN_COVERAGE,259 기준 재계산 시 소속 그룹(40)이 신규로 대표물질 <=2종(누적 제거 효과) — 개별판단이 놓친 부분,0.97,0.745,0.55,0.9,True,4
7440-58-6,"HAFNIUM POWDER, DRY",MERGE_REDUNDANT,"대표물질 7440-32-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC019_g41-68,7440-32-6,41;68,"Metals, Elemental and Powder, Active;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,3,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.57,0.545,0.45,0.3,False,2
7440-67-7,ZIRCONIUM POWDER WET,MERGE_REDUNDANT,"대표물질 7440-32-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC019_g41-68,7440-32-6,41;68,"Metals, Elemental and Powder, Active;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,3,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.57,0.545,0.45,0.3,False,2
