cas,chemical_name,true_cameo_groups,original_selection_status,phase6_status,review134_status,final_decision,dependency_class,dependency_reason
13530-65-9,ZINC CHROMATE,50;61,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,C_redundant,"대표물질 14018-95-2로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)"
13637-76-8,LEAD PERCHLORATE,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
13765-19-0,CALCIUM CHROMATE,50;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,"대표물질 14018-95-2로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)"
13967-90-3,BARIUM BROMATE,50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
14018-95-2,ZINC DICHROMATE,50;61,DUPLICATE,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
14307-35-8,LITHIUM CHROMATE,50;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 14018-95-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
14452-57-4,MAGNESIUM PEROXIDE,50;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 14018-95-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
14519-07-4,ZINC BROMATE,50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,"대표물질 20816-12-0로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=0.5)"
14519-17-6,MAGNESIUM BROMATE,50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
146-84-9,"SILVER PICRATE, WETTED WITH NOT LESS THAN 30% WATER",46;50;54;68,REVIEW,,,REVIEW,D_not_observed,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입"
14977-61-8,CHROMIUM OXYCHLORIDE,32;50,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
15541-45-4,"BROMATES, INORGANIC, N.O.S.",50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
17014-71-0,POTASSIUM PEROXIDE,18;50,DUPLICATE,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
20816-12-0,OSMIUM TETROXIDE,50,DUPLICATE,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
2244-21-5,"POTASSIUM DICHLORO-S-TRIAZINETRIONE, DRY",7;32;50;60,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
23414-72-4,ZINC PERMANGANATE,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,C_redundant,"대표물질 20816-12-0로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)"
2782-57-2,"DICHLOROISOCYANURIC ACID, DRY",7;32;50,REVIEW,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 118-52-5로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
2893-78-9,SODIUM DICHLORO-S-TRIAZINETRIONE,7;32;50;60,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 2244-21-5로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
3811-04-9,POTASSIUM CHLORATE,50;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입"
507-40-4,TERT-BUTYL HYPOCHLORITE,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,C_redundant,"대표물질 20816-12-0로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)"
546-67-8,LEAD TETRAACETATE,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,C_redundant,"대표물질 20816-12-0로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)"
7446-08-4,SELENIUM DIOXIDE,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
7601-89-0,SODIUM PERCHLORATE,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7727-21-1,POTASSIUM PERSULFATE,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
7727-54-0,AMMONIUM PERSULFATE,50;60,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 13446-10-1로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7758-01-2,POTASSIUM BROMATE,50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
7758-19-2,SODIUM CHLORITE,50;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 14018-95-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7758-97-6,LEAD CHROMATE,50;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 14018-95-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7775-09-9,SODIUM CHLORATE,50;68,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 3811-04-9로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7775-11-3,SODIUM CHROMATE,50;61;68,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,C_redundant,"대표물질 7778-66-7로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)"
7775-27-1,SODIUM PERSULFATE,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7778-50-9,POTASSIUM BICHROMATE,50;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 14018-95-2로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
7778-54-3,CALCIUM HYPOCHLORITE,18;50;61;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입"
7778-66-7,POTASSIUM HYPOCHLORITE SOLUTION,50;61;68,DUPLICATE,,,KEEP_EMPIRICAL,D_not_observed,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입"
7778-74-7,POTASSIUM PERCHLORATE,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 20816-12-0로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
7783-00-8,SELENIOUS ACID,5;50,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
7783-56-4,ANTIMONY TRIFLUORIDE,3;29;50,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
7783-66-6,IODINE PENTAFLUORIDE,32;50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 14977-61-8로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
7787-36-2,BARIUM PERMANGANATE,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7789-00-6,POTASSIUM CHROMATE,50;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,"대표물질 14018-95-2로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)"
7789-06-2,STRONTIUM CHROMATE,50;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 14018-95-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
7789-09-5,AMMONIUM DICHROMATE,50;60,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 13446-10-1로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
7789-38-0,SODIUM BROMATE,50,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 20816-12-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7789-61-9,ANTIMONY TRIBROMIDE,3;32;50,REVIEW,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 10026-13-8로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=0.5)
7789-69-7,PHOSPHORUS PENTABROMIDE,3;32;50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 10026-13-8로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
7790-98-9,AMMONIUM PERCHLORATE,50;60,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 13446-10-1로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
7790-99-0,IODINE MONOCHLORIDE,32;50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 14977-61-8로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
7791-10-8,STRONTIUM CHLORATE,50,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,"대표물질 20816-12-0로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)"
7791-21-1,CHLORINE MONOXIDE,32;50,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 14977-61-8로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
87-90-1,"TRICHLORO-S-TRIAZINETRIONE, DRY",7;32;50;60,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,C_redundant,"대표물질 2244-21-5로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)"
13410-01-0,SODIUM SELENATE,51;61,REVIEW,REVIEW,REVIEW_UNSUPPORTED,REVIEW,C_redundant,"대표물질 13718-26-8로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)"
13718-26-8,SODIUM VANADATE,51;61,DUPLICATE,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
13769-43-2,POTASSIUM METAVANADATE,51;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,"대표물질 13718-26-8로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)"
14019-91-1,CALCIUM SELENATE,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 13718-26-8로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
15699-18-0,NICKEL AMMONIUM SULFATE,51;60,REVIEW,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 7803-55-6로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
1643-20-5,DIMETHYLDODECYLAMINE-N-OXIDE,14;51,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
7631-89-2,SODIUM ARSENATE,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 13718-26-8로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
7778-39-4,"ARSENIC ACID, LIQUID",5;51;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입"
7778-44-1,CALCIUM ARSENATE,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 13718-26-8로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
7784-37-4,MERCURIC ARSENATE,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 13718-26-8로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
7784-44-3,AMMONIUM ARSENATE,51;60,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,C_redundant,"대표물질 7803-55-6로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)"
7787-41-9,BARIUM SELENATE,51;61,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 13718-26-8로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
7790-59-2,POTASSIUM SELENATE,51;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 13718-26-8로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
7803-55-6,AMMONIUM METAVANADATE,51;60,DUPLICATE,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입
10049-05-5,CHROMOUS CHLORIDE,58,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
122-66-7,"1,2-DIPHENYLHYDRAZINE",14;17;35;58,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
21651-19-4,TIN(II) OXIDE,58,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 10049-05-5로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
540-72-7,SODIUM THIOCYANATE,58;61;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,"실측 §10 위험관계 고빈도 그룹(위험관계=reducer,water) 소속으로 무제한 편입"
5470-11-1,HYDROXYLAMINE HYDROCHLORIDE,58;60,REVIEW,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 10039-54-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
592-85-8,MERCURY THIOCYANATE,58;61,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
592-87-0,LEAD THIOCYANATE,58;61,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
603-35-0,TRIPHENYL PHOSPHINE,14;58,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
6303-21-5,HYPOPHOSPHOROUS ACID,5;58,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
7704-34-9,"SULFUR, MOLTEN",58,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,"대표물질 10049-05-5로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)"
7758-94-3,"FERROUS CHLORIDE, SOLID",58;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,"실측 §10 위험관계 고빈도 그룹(위험관계=reducer,water) 소속으로 무제한 편입"
7772-99-8,"STANNOUS CHLORIDE, SOLID",58;60,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 10039-54-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
7783-47-3,STANNOUS FLUORIDE,29;58;60,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
7789-60-8,PHOSPHORUS TRIBROMIDE,3;58,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
7803-65-8,AMMONIUM HYPOPHOSPHITE,58;60,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 10039-54-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
127-95-7,POTASSIUM HYDROGEN OXALATE,59;61,REVIEW,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 10026-17-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
1327-53-3,ARSENIC TRIOXIDE,59;60,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
140-08-9,TRIS(2-CHLOROETHYL)PHOSPHITE,31;59;66,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
15283-51-9,FERROUS FLUOROBORATE,59;68,REVIEW,,,REVIEW,D_not_observed,"실측 §10 위험관계 고빈도 그룹(위험관계=reducer,water) 소속으로 무제한 편입"
1758-73-2,THIOUREA DIOXIDE,5;12;59,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
301-13-3,TRIS(2-ETHYLHEXYL) PHOSPHITE,59;66,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
516-03-0,FERROUS OXALATE,59;61,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 10026-17-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
591-08-2,1-ACETYL-2-THIOUREA,12;59;64,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
62-76-0,SODIUM OXALATE,59;61,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 10026-17-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
6487-48-5,POTASSIUM OXALATE MONOHYDRATE,59;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 10026-17-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7681-11-0,POTASSIUM IODIDE,59;61,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 10026-17-2로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7782-42-5,GRAPHITE (NATURAL),33;59,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
998-40-3,TRIBUTYLPHOSPHANE,14;59,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입
108-95-2,"PHENOL SOLUTION, [AQUEOUS]",5;55;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
110-22-5,"ACETYL PEROXIDE SOLUTION, [&lt;= 25% PEROXIDE]",53;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
117-80-6,DICHLONE,16;38;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
118-96-7,"TNT, WETTED WITH NOT LESS THAN 30% WATER",46;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
1194-65-6,DICHLOBENIL,16;45;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
121-82-4,"CYCLOTRIMETHYLENE TRINITRAMINE, [DESENSITIZED]",17;46;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
12262-58-7,"CYCLOHEXANONE PEROXIDE, NOT MORE THAN 72% IN SOLUTION",1;8;53;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
124-09-4,"HEXAMETHYLENEDIAMINE, SOLID",14;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
128-03-0,POTASSIUM DIMETHYLDITHIOCARBAMATE,67;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
131-74-8,"AMMONIUM PICRATE, WETTED WITH NOT LESS THAN 10% WATER",46;54;60;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
1310-65-2,"LITHIUM HYDROXIDE, SOLUTION",18;68,REVIEW,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 1310-58-3로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=0.5)
1310-82-3,RUBIDIUM HYDROXIDE,18;68,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 1310-58-3로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
1312-73-8,"POTASSIUM SULFIDE, HYDRATED, WITH NOT LESS THAN 30% WATER OF CRYSTALLIZATION",63;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
1341-49-7,"AMMONIUM BIFLUORIDE, SOLID",29;60;68,REVIEW,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 1333-83-1로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
137-41-7,POTASSIUM N-METHYLDITHIOCARBAMATE,67;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
137-42-8,"METAM SODIUM (COMPOUNDS, WEED, KILLING, LIQUID)",67;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",65;68,REVIEW,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 13774-25-9로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
13814-96-5,LEAD FLUOBORATE,47;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
13826-88-5,ZINC FLUOROBORATE,60;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
14486-19-2,CADMIUM FLUOROBORATE,60;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 13826-88-5로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
14708-14-6,NICKEL FLUOROBORATE,47;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 13814-96-5로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
