query_id,cas_a,cas_b,gold_chunk,gold_chunk_cas,rank_426,in_259_valid
pair::100-51-6::10026-17-2::t3,100-51-6,10026-17-2,sec::10026-17-2::2,10026-17-2,2,True
pair::100-51-6::10026-17-2::t4,100-51-6,10026-17-2,sec::100-51-6::10,100-51-6,9,True
pair::100-51-6::10026-17-2::t4,100-51-6,10026-17-2,sec::100-51-6::2,100-51-6,5,True
pair::100-51-6::10026-17-2::t4,100-51-6,10026-17-2,sec::10026-17-2::10,10026-17-2,2,True
pair::100-51-6::10026-17-2::t4,100-51-6,10026-17-2,sec::10026-17-2::2,10026-17-2,1,True
pair::13718-59-7::64-19-7::t0,13718-59-7,64-19-7,sec::13718-59-7::10,13718-59-7,1,True
pair::13718-59-7::64-19-7::t0,13718-59-7,64-19-7,sec::13718-59-7::2,13718-59-7,2,True
pair::13718-59-7::64-19-7::t0,13718-59-7,64-19-7,sec::64-19-7::10,64-19-7,20,True
pair::13718-59-7::64-19-7::t0,13718-59-7,64-19-7,sec::64-19-7::2,64-19-7,,True
pair::13718-59-7::64-19-7::t1,13718-59-7,64-19-7,sec::13718-59-7::10,13718-59-7,1,True
pair::13718-59-7::64-19-7::t1,13718-59-7,64-19-7,sec::13718-59-7::2,13718-59-7,2,True
pair::13718-59-7::64-19-7::t1,13718-59-7,64-19-7,sec::64-19-7::10,64-19-7,19,True
pair::13718-59-7::64-19-7::t1,13718-59-7,64-19-7,sec::64-19-7::2,64-19-7,,True
pair::13718-59-7::64-19-7::t2,13718-59-7,64-19-7,sec::13718-59-7::10,13718-59-7,1,True
pair::13718-59-7::64-19-7::t2,13718-59-7,64-19-7,sec::13718-59-7::2,13718-59-7,2,True
pair::13718-59-7::64-19-7::t2,13718-59-7,64-19-7,sec::64-19-7::10,64-19-7,14,True
pair::13718-59-7::64-19-7::t2,13718-59-7,64-19-7,sec::64-19-7::2,64-19-7,,True
pair::13718-59-7::64-19-7::t3,13718-59-7,64-19-7,sec::13718-59-7::10,13718-59-7,1,True
pair::13718-59-7::64-19-7::t3,13718-59-7,64-19-7,sec::13718-59-7::2,13718-59-7,2,True
pair::13718-59-7::64-19-7::t3,13718-59-7,64-19-7,sec::64-19-7::10,64-19-7,14,True
pair::13718-59-7::64-19-7::t3,13718-59-7,64-19-7,sec::64-19-7::2,64-19-7,,True
pair::13718-59-7::64-19-7::t4,13718-59-7,64-19-7,sec::13718-59-7::10,13718-59-7,2,True
pair::13718-59-7::64-19-7::t4,13718-59-7,64-19-7,sec::13718-59-7::2,13718-59-7,1,True
pair::13718-59-7::64-19-7::t4,13718-59-7,64-19-7,sec::64-19-7::10,64-19-7,16,True
pair::13718-59-7::64-19-7::t4,13718-59-7,64-19-7,sec::64-19-7::2,64-19-7,,True
pair::101-21-3::10192-30-0::t0,101-21-3,10192-30-0,sec::101-21-3::10,101-21-3,5,True
pair::101-21-3::10192-30-0::t0,101-21-3,10192-30-0,sec::101-21-3::2::p1,101-21-3,,True
pair::101-21-3::10192-30-0::t0,101-21-3,10192-30-0,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::10192-30-0::t0,101-21-3,10192-30-0,sec::10192-30-0::10,10192-30-0,1,True
pair::101-21-3::10192-30-0::t0,101-21-3,10192-30-0,sec::10192-30-0::2,10192-30-0,2,True
pair::101-21-3::10192-30-0::t1,101-21-3,10192-30-0,sec::101-21-3::10,101-21-3,13,True
pair::101-21-3::10192-30-0::t1,101-21-3,10192-30-0,sec::101-21-3::2::p1,101-21-3,,True
pair::101-21-3::10192-30-0::t1,101-21-3,10192-30-0,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::10192-30-0::t1,101-21-3,10192-30-0,sec::10192-30-0::10,10192-30-0,1,True
pair::101-21-3::10192-30-0::t1,101-21-3,10192-30-0,sec::10192-30-0::2,10192-30-0,2,True
pair::101-21-3::10192-30-0::t2,101-21-3,10192-30-0,sec::101-21-3::10,101-21-3,8,True
pair::101-21-3::10192-30-0::t2,101-21-3,10192-30-0,sec::101-21-3::2::p1,101-21-3,9,True
pair::101-21-3::10192-30-0::t2,101-21-3,10192-30-0,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::10192-30-0::t2,101-21-3,10192-30-0,sec::10192-30-0::10,10192-30-0,1,True
pair::101-21-3::10192-30-0::t2,101-21-3,10192-30-0,sec::10192-30-0::2,10192-30-0,2,True
pair::101-21-3::10192-30-0::t3,101-21-3,10192-30-0,sec::101-21-3::10,101-21-3,11,True
pair::101-21-3::10192-30-0::t3,101-21-3,10192-30-0,sec::101-21-3::2::p1,101-21-3,,True
pair::101-21-3::10192-30-0::t3,101-21-3,10192-30-0,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::10192-30-0::t3,101-21-3,10192-30-0,sec::10192-30-0::10,10192-30-0,1,True
pair::101-21-3::10192-30-0::t3,101-21-3,10192-30-0,sec::10192-30-0::2,10192-30-0,3,True
pair::101-21-3::10192-30-0::t4,101-21-3,10192-30-0,sec::101-21-3::10,101-21-3,14,True
pair::101-21-3::10192-30-0::t4,101-21-3,10192-30-0,sec::101-21-3::2::p1,101-21-3,,True
pair::101-21-3::10192-30-0::t4,101-21-3,10192-30-0,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::10192-30-0::t4,101-21-3,10192-30-0,sec::10192-30-0::10,10192-30-0,2,True
pair::101-21-3::10192-30-0::t4,101-21-3,10192-30-0,sec::10192-30-0::2,10192-30-0,1,True
pair::100-57-2::1066-33-7::t0,100-57-2,1066-33-7,sec::100-57-2::10,100-57-2,1,True
pair::100-57-2::1066-33-7::t0,100-57-2,1066-33-7,sec::100-57-2::2,100-57-2,4,True
pair::100-57-2::1066-33-7::t0,100-57-2,1066-33-7,sec::1066-33-7::10,1066-33-7,2,True
pair::100-57-2::1066-33-7::t0,100-57-2,1066-33-7,sec::1066-33-7::2,1066-33-7,3,True
pair::100-57-2::1066-33-7::t1,100-57-2,1066-33-7,sec::100-57-2::10,100-57-2,1,True
pair::100-57-2::1066-33-7::t1,100-57-2,1066-33-7,sec::100-57-2::2,100-57-2,3,True
pair::100-57-2::1066-33-7::t1,100-57-2,1066-33-7,sec::1066-33-7::10,1066-33-7,2,True
pair::100-57-2::1066-33-7::t1,100-57-2,1066-33-7,sec::1066-33-7::2,1066-33-7,4,True
pair::100-57-2::1066-33-7::t2,100-57-2,1066-33-7,sec::100-57-2::10,100-57-2,1,True
pair::100-57-2::1066-33-7::t2,100-57-2,1066-33-7,sec::100-57-2::2,100-57-2,3,True
pair::100-57-2::1066-33-7::t2,100-57-2,1066-33-7,sec::1066-33-7::10,1066-33-7,4,True
pair::100-57-2::1066-33-7::t2,100-57-2,1066-33-7,sec::1066-33-7::2,1066-33-7,2,True
pair::100-57-2::1066-33-7::t3,100-57-2,1066-33-7,sec::100-57-2::10,100-57-2,1,True
pair::100-57-2::1066-33-7::t3,100-57-2,1066-33-7,sec::100-57-2::2,100-57-2,3,True
pair::100-57-2::1066-33-7::t3,100-57-2,1066-33-7,sec::1066-33-7::10,1066-33-7,2,True
pair::100-57-2::1066-33-7::t3,100-57-2,1066-33-7,sec::1066-33-7::2,1066-33-7,4,True
pair::100-57-2::1066-33-7::t4,100-57-2,1066-33-7,sec::100-57-2::10,100-57-2,1,True
pair::100-57-2::1066-33-7::t4,100-57-2,1066-33-7,sec::100-57-2::2,100-57-2,2,True
pair::100-57-2::1066-33-7::t4,100-57-2,1066-33-7,sec::1066-33-7::10,1066-33-7,6,True
pair::100-57-2::1066-33-7::t4,100-57-2,1066-33-7,sec::1066-33-7::2,1066-33-7,3,True
pair::1002-89-7::104-88-1::t0,1002-89-7,104-88-1,sec::1002-89-7::10,1002-89-7,1,True
pair::1002-89-7::104-88-1::t0,1002-89-7,104-88-1,sec::1002-89-7::2,1002-89-7,2,True
pair::1002-89-7::104-88-1::t0,1002-89-7,104-88-1,sec::104-88-1::10,104-88-1,3,True
pair::1002-89-7::104-88-1::t0,1002-89-7,104-88-1,sec::104-88-1::2,104-88-1,7,True
pair::1002-89-7::104-88-1::t1,1002-89-7,104-88-1,sec::1002-89-7::10,1002-89-7,1,True
pair::1002-89-7::104-88-1::t1,1002-89-7,104-88-1,sec::1002-89-7::2,1002-89-7,2,True
pair::1002-89-7::104-88-1::t1,1002-89-7,104-88-1,sec::104-88-1::10,104-88-1,4,True
pair::1002-89-7::104-88-1::t1,1002-89-7,104-88-1,sec::104-88-1::2,104-88-1,7,True
pair::1002-89-7::104-88-1::t2,1002-89-7,104-88-1,sec::1002-89-7::10,1002-89-7,1,True
pair::1002-89-7::104-88-1::t2,1002-89-7,104-88-1,sec::1002-89-7::2,1002-89-7,2,True
pair::1002-89-7::104-88-1::t2,1002-89-7,104-88-1,sec::104-88-1::10,104-88-1,4,True
pair::1002-89-7::104-88-1::t2,1002-89-7,104-88-1,sec::104-88-1::2,104-88-1,5,True
pair::1002-89-7::104-88-1::t3,1002-89-7,104-88-1,sec::1002-89-7::10,1002-89-7,1,True
pair::1002-89-7::104-88-1::t3,1002-89-7,104-88-1,sec::1002-89-7::2,1002-89-7,2,True
pair::1002-89-7::104-88-1::t3,1002-89-7,104-88-1,sec::104-88-1::10,104-88-1,3,True
pair::1002-89-7::104-88-1::t3,1002-89-7,104-88-1,sec::104-88-1::2,104-88-1,17,True
pair::1002-89-7::104-88-1::t4,1002-89-7,104-88-1,sec::1002-89-7::10,1002-89-7,1,True
pair::1002-89-7::104-88-1::t4,1002-89-7,104-88-1,sec::1002-89-7::2,1002-89-7,2,True
pair::1002-89-7::104-88-1::t4,1002-89-7,104-88-1,sec::104-88-1::10,104-88-1,4,True
pair::1002-89-7::104-88-1::t4,1002-89-7,104-88-1,sec::104-88-1::2,104-88-1,5,True
pair::102-08-9::1185-81-5::t0,102-08-9,1185-81-5,sec::102-08-9::10,102-08-9,4,True
pair::102-08-9::1185-81-5::t0,102-08-9,1185-81-5,sec::102-08-9::2,102-08-9,7,True
pair::102-08-9::1185-81-5::t0,102-08-9,1185-81-5,sec::1185-81-5::10,1185-81-5,2,True
pair::102-08-9::1185-81-5::t0,102-08-9,1185-81-5,sec::1185-81-5::2,1185-81-5,1,True
pair::102-08-9::1185-81-5::t1,102-08-9,1185-81-5,sec::102-08-9::10,102-08-9,3,True
pair::102-08-9::1185-81-5::t1,102-08-9,1185-81-5,sec::102-08-9::2,102-08-9,4,True
pair::102-08-9::1185-81-5::t1,102-08-9,1185-81-5,sec::1185-81-5::10,1185-81-5,2,True
pair::102-08-9::1185-81-5::t1,102-08-9,1185-81-5,sec::1185-81-5::2,1185-81-5,1,True
pair::102-08-9::1185-81-5::t2,102-08-9,1185-81-5,sec::102-08-9::10,102-08-9,3,True
pair::102-08-9::1185-81-5::t2,102-08-9,1185-81-5,sec::102-08-9::2,102-08-9,4,True
pair::102-08-9::1185-81-5::t2,102-08-9,1185-81-5,sec::1185-81-5::10,1185-81-5,2,True
pair::102-08-9::1185-81-5::t2,102-08-9,1185-81-5,sec::1185-81-5::2,1185-81-5,1,True
pair::102-08-9::1185-81-5::t3,102-08-9,1185-81-5,sec::102-08-9::10,102-08-9,3,True
pair::102-08-9::1185-81-5::t3,102-08-9,1185-81-5,sec::102-08-9::2,102-08-9,5,True
pair::102-08-9::1185-81-5::t3,102-08-9,1185-81-5,sec::1185-81-5::10,1185-81-5,2,True
pair::102-08-9::1185-81-5::t3,102-08-9,1185-81-5,sec::1185-81-5::2,1185-81-5,1,True
pair::102-08-9::1185-81-5::t4,102-08-9,1185-81-5,sec::102-08-9::10,102-08-9,3,True
pair::102-08-9::1185-81-5::t4,102-08-9,1185-81-5,sec::102-08-9::2,102-08-9,4,True
pair::102-08-9::1185-81-5::t4,102-08-9,1185-81-5,sec::1185-81-5::10,1185-81-5,2,True
pair::102-08-9::1185-81-5::t4,102-08-9,1185-81-5,sec::1185-81-5::2,1185-81-5,1,True
pair::109-52-4::471-34-1::t0,109-52-4,471-34-1,sec::109-52-4::10,109-52-4,1,True
pair::109-52-4::471-34-1::t0,109-52-4,471-34-1,sec::109-52-4::2,109-52-4,10,True
pair::109-52-4::471-34-1::t0,109-52-4,471-34-1,sec::471-34-1::10,471-34-1,9,True
pair::109-52-4::471-34-1::t0,109-52-4,471-34-1,sec::471-34-1::2,471-34-1,11,True
pair::109-52-4::471-34-1::t1,109-52-4,471-34-1,sec::109-52-4::10,109-52-4,1,True
pair::109-52-4::471-34-1::t1,109-52-4,471-34-1,sec::109-52-4::2,109-52-4,2,True
pair::109-52-4::471-34-1::t1,109-52-4,471-34-1,sec::471-34-1::10,471-34-1,4,True
pair::109-52-4::471-34-1::t1,109-52-4,471-34-1,sec::471-34-1::2,471-34-1,8,True
pair::109-52-4::471-34-1::t2,109-52-4,471-34-1,sec::109-52-4::10,109-52-4,1,True
pair::109-52-4::471-34-1::t2,109-52-4,471-34-1,sec::109-52-4::2,109-52-4,2,True
pair::109-52-4::471-34-1::t2,109-52-4,471-34-1,sec::471-34-1::10,471-34-1,8,True
pair::109-52-4::471-34-1::t2,109-52-4,471-34-1,sec::471-34-1::2,471-34-1,7,True
pair::109-52-4::471-34-1::t3,109-52-4,471-34-1,sec::109-52-4::10,109-52-4,1,True
pair::109-52-4::471-34-1::t3,109-52-4,471-34-1,sec::109-52-4::2,109-52-4,,True
pair::109-52-4::471-34-1::t3,109-52-4,471-34-1,sec::471-34-1::10,471-34-1,7,True
pair::109-52-4::471-34-1::t3,109-52-4,471-34-1,sec::471-34-1::2,471-34-1,12,True
pair::109-52-4::471-34-1::t4,109-52-4,471-34-1,sec::109-52-4::10,109-52-4,1,True
pair::109-52-4::471-34-1::t4,109-52-4,471-34-1,sec::109-52-4::2,109-52-4,7,True
pair::109-52-4::471-34-1::t4,109-52-4,471-34-1,sec::471-34-1::10,471-34-1,6,True
pair::109-52-4::471-34-1::t4,109-52-4,471-34-1,sec::471-34-1::2,471-34-1,8,True
pair::10043-01-3::7647-01-0::t0,10043-01-3,7647-01-0,sec::10043-01-3::10,10043-01-3,1,True
pair::10043-01-3::7647-01-0::t0,10043-01-3,7647-01-0,sec::10043-01-3::2,10043-01-3,9,True
pair::10043-01-3::7647-01-0::t0,10043-01-3,7647-01-0,sec::7647-01-0::10,7647-01-0,8,True
pair::10043-01-3::7647-01-0::t0,10043-01-3,7647-01-0,sec::7647-01-0::2,7647-01-0,,True
pair::10043-01-3::7647-01-0::t1,10043-01-3,7647-01-0,sec::10043-01-3::10,10043-01-3,1,True
pair::10043-01-3::7647-01-0::t1,10043-01-3,7647-01-0,sec::10043-01-3::2,10043-01-3,2,True
pair::10043-01-3::7647-01-0::t1,10043-01-3,7647-01-0,sec::7647-01-0::10,7647-01-0,7,True
pair::10043-01-3::7647-01-0::t1,10043-01-3,7647-01-0,sec::7647-01-0::2,7647-01-0,5,True
pair::10043-01-3::7647-01-0::t2,10043-01-3,7647-01-0,sec::10043-01-3::10,10043-01-3,2,True
pair::10043-01-3::7647-01-0::t2,10043-01-3,7647-01-0,sec::10043-01-3::2,10043-01-3,1,True
pair::10043-01-3::7647-01-0::t2,10043-01-3,7647-01-0,sec::7647-01-0::10,7647-01-0,4,True
pair::10043-01-3::7647-01-0::t2,10043-01-3,7647-01-0,sec::7647-01-0::2,7647-01-0,8,True
pair::10043-01-3::7647-01-0::t3,10043-01-3,7647-01-0,sec::10043-01-3::10,10043-01-3,1,True
pair::10043-01-3::7647-01-0::t3,10043-01-3,7647-01-0,sec::10043-01-3::2,10043-01-3,,True
pair::10043-01-3::7647-01-0::t3,10043-01-3,7647-01-0,sec::7647-01-0::10,7647-01-0,5,True
pair::10043-01-3::7647-01-0::t3,10043-01-3,7647-01-0,sec::7647-01-0::2,7647-01-0,,True
pair::10043-01-3::7647-01-0::t4,10043-01-3,7647-01-0,sec::10043-01-3::10,10043-01-3,2,True
pair::10043-01-3::7647-01-0::t4,10043-01-3,7647-01-0,sec::10043-01-3::2,10043-01-3,1,True
pair::10043-01-3::7647-01-0::t4,10043-01-3,7647-01-0,sec::7647-01-0::10,7647-01-0,4,True
pair::10043-01-3::7647-01-0::t4,10043-01-3,7647-01-0,sec::7647-01-0::2,7647-01-0,3,True
pair::102-54-5::471-34-1::t0,102-54-5,471-34-1,sec::102-54-5::10,102-54-5,1,True
pair::102-54-5::471-34-1::t0,102-54-5,471-34-1,sec::102-54-5::2,102-54-5,13,True
pair::102-54-5::471-34-1::t0,102-54-5,471-34-1,sec::471-34-1::10,471-34-1,8,True
pair::102-54-5::471-34-1::t0,102-54-5,471-34-1,sec::471-34-1::2,471-34-1,10,True
pair::102-54-5::471-34-1::t1,102-54-5,471-34-1,sec::102-54-5::10,102-54-5,1,True
pair::102-54-5::471-34-1::t1,102-54-5,471-34-1,sec::102-54-5::2,102-54-5,2,True
pair::102-54-5::471-34-1::t1,102-54-5,471-34-1,sec::471-34-1::10,471-34-1,3,True
pair::102-54-5::471-34-1::t1,102-54-5,471-34-1,sec::471-34-1::2,471-34-1,11,True
pair::102-54-5::471-34-1::t2,102-54-5,471-34-1,sec::102-54-5::10,102-54-5,1,True
pair::102-54-5::471-34-1::t2,102-54-5,471-34-1,sec::102-54-5::2,102-54-5,2,True
pair::102-54-5::471-34-1::t2,102-54-5,471-34-1,sec::471-34-1::10,471-34-1,7,True
pair::102-54-5::471-34-1::t2,102-54-5,471-34-1,sec::471-34-1::2,471-34-1,5,True
pair::102-54-5::471-34-1::t3,102-54-5,471-34-1,sec::102-54-5::10,102-54-5,1,True
pair::102-54-5::471-34-1::t3,102-54-5,471-34-1,sec::102-54-5::2,102-54-5,,True
pair::102-54-5::471-34-1::t3,102-54-5,471-34-1,sec::471-34-1::10,471-34-1,5,True
pair::102-54-5::471-34-1::t3,102-54-5,471-34-1,sec::471-34-1::2,471-34-1,18,True
pair::102-54-5::471-34-1::t4,102-54-5,471-34-1,sec::102-54-5::10,102-54-5,1,True
pair::102-54-5::471-34-1::t4,102-54-5,471-34-1,sec::102-54-5::2,102-54-5,2,True
pair::102-54-5::471-34-1::t4,102-54-5,471-34-1,sec::471-34-1::10,471-34-1,3,True
pair::102-54-5::471-34-1::t4,102-54-5,471-34-1,sec::471-34-1::2,471-34-1,8,True
pair::100-21-0::108-24-7::t0,100-21-0,108-24-7,sec::100-21-0::10,100-21-0,1,True
pair::100-21-0::108-24-7::t0,100-21-0,108-24-7,sec::100-21-0::2,100-21-0,4,True
pair::100-21-0::108-24-7::t0,100-21-0,108-24-7,sec::108-24-7::10,108-24-7,2,True
pair::100-21-0::108-24-7::t0,100-21-0,108-24-7,sec::108-24-7::2,108-24-7,7,True
pair::100-21-0::108-24-7::t1,100-21-0,108-24-7,sec::100-21-0::10,100-21-0,2,True
pair::100-21-0::108-24-7::t1,100-21-0,108-24-7,sec::100-21-0::2,100-21-0,1,True
pair::100-21-0::108-24-7::t1,100-21-0,108-24-7,sec::108-24-7::10,108-24-7,4,True
pair::100-21-0::108-24-7::t1,100-21-0,108-24-7,sec::108-24-7::2,108-24-7,3,True
pair::100-21-0::108-24-7::t2,100-21-0,108-24-7,sec::100-21-0::10,100-21-0,2,True
pair::100-21-0::108-24-7::t2,100-21-0,108-24-7,sec::100-21-0::2,100-21-0,1,True
pair::100-21-0::108-24-7::t2,100-21-0,108-24-7,sec::108-24-7::10,108-24-7,4,True
pair::100-21-0::108-24-7::t2,100-21-0,108-24-7,sec::108-24-7::2,108-24-7,6,True
pair::100-21-0::108-24-7::t3,100-21-0,108-24-7,sec::100-21-0::10,100-21-0,1,True
pair::100-21-0::108-24-7::t3,100-21-0,108-24-7,sec::100-21-0::2,100-21-0,4,True
pair::100-21-0::108-24-7::t3,100-21-0,108-24-7,sec::108-24-7::10,108-24-7,2,True
pair::100-21-0::108-24-7::t3,100-21-0,108-24-7,sec::108-24-7::2,108-24-7,11,True
pair::100-21-0::108-24-7::t4,100-21-0,108-24-7,sec::100-21-0::10,100-21-0,1,True
pair::100-21-0::108-24-7::t4,100-21-0,108-24-7,sec::100-21-0::2,100-21-0,4,True
pair::100-21-0::108-24-7::t4,100-21-0,108-24-7,sec::108-24-7::10,108-24-7,3,True
pair::100-21-0::108-24-7::t4,100-21-0,108-24-7,sec::108-24-7::2,108-24-7,2,True
pair::1002-89-7::108-24-7::t0,1002-89-7,108-24-7,sec::1002-89-7::10,1002-89-7,1,True
pair::1002-89-7::108-24-7::t0,1002-89-7,108-24-7,sec::1002-89-7::2,1002-89-7,2,True
pair::1002-89-7::108-24-7::t0,1002-89-7,108-24-7,sec::108-24-7::10,108-24-7,10,True
pair::1002-89-7::108-24-7::t0,1002-89-7,108-24-7,sec::108-24-7::2,108-24-7,12,True
pair::1002-89-7::108-24-7::t1,1002-89-7,108-24-7,sec::1002-89-7::10,1002-89-7,1,True
pair::1002-89-7::108-24-7::t1,1002-89-7,108-24-7,sec::1002-89-7::2,1002-89-7,2,True
pair::1002-89-7::108-24-7::t1,1002-89-7,108-24-7,sec::108-24-7::10,108-24-7,7,True
pair::1002-89-7::108-24-7::t1,1002-89-7,108-24-7,sec::108-24-7::2,108-24-7,12,True
pair::1002-89-7::108-24-7::t2,1002-89-7,108-24-7,sec::1002-89-7::10,1002-89-7,1,True
pair::1002-89-7::108-24-7::t2,1002-89-7,108-24-7,sec::1002-89-7::2,1002-89-7,2,True
pair::1002-89-7::108-24-7::t2,1002-89-7,108-24-7,sec::108-24-7::10,108-24-7,8,True
pair::1002-89-7::108-24-7::t2,1002-89-7,108-24-7,sec::108-24-7::2,108-24-7,9,True
pair::1002-89-7::108-24-7::t3,1002-89-7,108-24-7,sec::1002-89-7::10,1002-89-7,1,True
pair::1002-89-7::108-24-7::t3,1002-89-7,108-24-7,sec::1002-89-7::2,1002-89-7,2,True
pair::1002-89-7::108-24-7::t3,1002-89-7,108-24-7,sec::108-24-7::10,108-24-7,4,True
pair::1002-89-7::108-24-7::t3,1002-89-7,108-24-7,sec::108-24-7::2,108-24-7,,True
pair::1002-89-7::108-24-7::t4,1002-89-7,108-24-7,sec::1002-89-7::10,1002-89-7,2,True
pair::1002-89-7::108-24-7::t4,1002-89-7,108-24-7,sec::1002-89-7::2,1002-89-7,1,True
pair::1002-89-7::108-24-7::t4,1002-89-7,108-24-7,sec::108-24-7::10,108-24-7,4,True
pair::1002-89-7::108-24-7::t4,1002-89-7,108-24-7,sec::108-24-7::2,108-24-7,6,True
pair::112-02-7::12057-74-8::t0,112-02-7,12057-74-8,sec::112-02-7::10,112-02-7,1,True
pair::112-02-7::12057-74-8::t0,112-02-7,12057-74-8,sec::112-02-7::2,112-02-7,2,True
pair::112-02-7::12057-74-8::t0,112-02-7,12057-74-8,sec::12057-74-8::10,12057-74-8,10,True
pair::112-02-7::12057-74-8::t0,112-02-7,12057-74-8,sec::12057-74-8::2,12057-74-8,4,True
pair::112-02-7::12057-74-8::t1,112-02-7,12057-74-8,sec::112-02-7::10,112-02-7,2,True
pair::112-02-7::12057-74-8::t1,112-02-7,12057-74-8,sec::112-02-7::2,112-02-7,1,True
pair::112-02-7::12057-74-8::t1,112-02-7,12057-74-8,sec::12057-74-8::10,12057-74-8,12,True
pair::112-02-7::12057-74-8::t1,112-02-7,12057-74-8,sec::12057-74-8::2,12057-74-8,3,True
pair::112-02-7::12057-74-8::t2,112-02-7,12057-74-8,sec::112-02-7::10,112-02-7,2,True
pair::112-02-7::12057-74-8::t2,112-02-7,12057-74-8,sec::112-02-7::2,112-02-7,1,True
pair::112-02-7::12057-74-8::t2,112-02-7,12057-74-8,sec::12057-74-8::10,12057-74-8,7,True
pair::112-02-7::12057-74-8::t2,112-02-7,12057-74-8,sec::12057-74-8::2,12057-74-8,4,True
pair::112-02-7::12057-74-8::t3,112-02-7,12057-74-8,sec::112-02-7::10,112-02-7,1,True
pair::112-02-7::12057-74-8::t3,112-02-7,12057-74-8,sec::112-02-7::2,112-02-7,2,True
pair::112-02-7::12057-74-8::t3,112-02-7,12057-74-8,sec::12057-74-8::10,12057-74-8,4,True
pair::112-02-7::12057-74-8::t3,112-02-7,12057-74-8,sec::12057-74-8::2,12057-74-8,14,True
pair::112-02-7::12057-74-8::t4,112-02-7,12057-74-8,sec::112-02-7::10,112-02-7,2,True
pair::112-02-7::12057-74-8::t4,112-02-7,12057-74-8,sec::112-02-7::2,112-02-7,1,True
pair::112-02-7::12057-74-8::t4,112-02-7,12057-74-8,sec::12057-74-8::10,12057-74-8,11,True
pair::112-02-7::12057-74-8::t4,112-02-7,12057-74-8,sec::12057-74-8::2,12057-74-8,3,True
pair::104-85-8::110-16-7::t0,104-85-8,110-16-7,sec::104-85-8::10,104-85-8,1,True
pair::104-85-8::110-16-7::t0,104-85-8,110-16-7,sec::104-85-8::2,104-85-8,6,True
pair::104-85-8::110-16-7::t0,104-85-8,110-16-7,sec::110-16-7::10,110-16-7,5,True
pair::104-85-8::110-16-7::t0,104-85-8,110-16-7,sec::110-16-7::2,110-16-7,7,True
pair::104-85-8::110-16-7::t1,104-85-8,110-16-7,sec::104-85-8::10,104-85-8,1,True
pair::104-85-8::110-16-7::t1,104-85-8,110-16-7,sec::104-85-8::2,104-85-8,2,True
pair::104-85-8::110-16-7::t1,104-85-8,110-16-7,sec::110-16-7::10,110-16-7,4,True
pair::104-85-8::110-16-7::t1,104-85-8,110-16-7,sec::110-16-7::2,110-16-7,3,True
pair::104-85-8::110-16-7::t2,104-85-8,110-16-7,sec::104-85-8::10,104-85-8,3,True
pair::104-85-8::110-16-7::t2,104-85-8,110-16-7,sec::104-85-8::2,104-85-8,2,True
pair::104-85-8::110-16-7::t2,104-85-8,110-16-7,sec::110-16-7::10,110-16-7,4,True
pair::104-85-8::110-16-7::t2,104-85-8,110-16-7,sec::110-16-7::2,110-16-7,1,True
pair::104-85-8::110-16-7::t3,104-85-8,110-16-7,sec::104-85-8::10,104-85-8,1,True
pair::104-85-8::110-16-7::t3,104-85-8,110-16-7,sec::104-85-8::2,104-85-8,7,True
pair::104-85-8::110-16-7::t3,104-85-8,110-16-7,sec::110-16-7::10,110-16-7,2,True
pair::104-85-8::110-16-7::t3,104-85-8,110-16-7,sec::110-16-7::2,110-16-7,9,True
pair::104-85-8::110-16-7::t4,104-85-8,110-16-7,sec::104-85-8::10,104-85-8,1,True
pair::104-85-8::110-16-7::t4,104-85-8,110-16-7,sec::104-85-8::2,104-85-8,2,True
pair::104-85-8::110-16-7::t4,104-85-8,110-16-7,sec::110-16-7::10,110-16-7,4,True
pair::104-85-8::110-16-7::t4,104-85-8,110-16-7,sec::110-16-7::2,110-16-7,3,True
pair::1024-57-3::471-34-1::t0,1024-57-3,471-34-1,sec::1024-57-3::10,1024-57-3,1,True
pair::1024-57-3::471-34-1::t0,1024-57-3,471-34-1,sec::1024-57-3::2,1024-57-3,5,True
pair::1024-57-3::471-34-1::t0,1024-57-3,471-34-1,sec::471-34-1::10,471-34-1,2,True
pair::1024-57-3::471-34-1::t0,1024-57-3,471-34-1,sec::471-34-1::2,471-34-1,8,True
pair::1024-57-3::471-34-1::t1,1024-57-3,471-34-1,sec::1024-57-3::10,1024-57-3,1,True
pair::1024-57-3::471-34-1::t1,1024-57-3,471-34-1,sec::1024-57-3::2,1024-57-3,2,True
pair::1024-57-3::471-34-1::t1,1024-57-3,471-34-1,sec::471-34-1::10,471-34-1,3,True
pair::1024-57-3::471-34-1::t1,1024-57-3,471-34-1,sec::471-34-1::2,471-34-1,8,True
pair::1024-57-3::471-34-1::t2,1024-57-3,471-34-1,sec::1024-57-3::10,1024-57-3,1,True
pair::1024-57-3::471-34-1::t2,1024-57-3,471-34-1,sec::1024-57-3::2,1024-57-3,2,True
pair::1024-57-3::471-34-1::t2,1024-57-3,471-34-1,sec::471-34-1::10,471-34-1,3,True
